,TimberProductID,EndUseID,PrimaryProductID,DiscardTypeID,DiscardDestinationID,Year,discard_remaining
250880,3.0,128.0,18.0,0,0,2018,0.0
250881,3.0,128.0,18.0,0,1,2018,0.0
250882,3.0,128.0,18.0,0,2,2018,0.0
250883,3.0,128.0,18.0,0,3,2018,0.0
250884,3.0,128.0,18.0,0,4,2018,0.0
250885,3.0,128.0,18.0,1,0,2018,0.0
250886,3.0,128.0,18.0,1,1,2018,0.0
250887,3.0,128.0,18.0,1,2,2018,0.0
250888,3.0,128.0,18.0,1,3,2018,0.0
250889,3.0,128.0,18.0,1,4,2018,0.0
250890,3.0,127.0,18.0,0,0,2018,0.0
250891,3.0,127.0,18.0,0,1,2018,0.0
250892,3.0,127.0,18.0,0,2,2018,0.0
250893,3.0,127.0,18.0,0,3,2018,0.0
250894,3.0,127.0,18.0,0,4,2018,0.0
250895,3.0,127.0,18.0,1,0,2018,0.0
250896,3.0,127.0,18.0,1,1,2018,0.0
250897,3.0,127.0,18.0,1,2,2018,0.0
250898,3.0,127.0,18.0,1,3,2018,0.0
250899,3.0,127.0,18.0,1,4,2018,0.0
250900,3.0,126.0,18.0,0,0,2018,0.0
250901,3.0,126.0,18.0,0,1,2018,0.0
250902,3.0,126.0,18.0,0,2,2018,0.0
250903,3.0,126.0,18.0,0,3,2018,0.0
250904,3.0,126.0,18.0,0,4,2018,0.0
250905,3.0,126.0,18.0,1,0,2018,0.0
250906,3.0,126.0,18.0,1,1,2018,0.0
250907,3.0,126.0,18.0,1,2,2018,0.0
250908,3.0,126.0,18.0,1,3,2018,0.0
250909,3.0,126.0,18.0,1,4,2018,0.0
250910,3.0,125.0,18.0,0,0,2018,0.0
250911,3.0,125.0,18.0,0,1,2018,0.0
250912,3.0,125.0,18.0,0,2,2018,0.0
250913,3.0,125.0,18.0,0,3,2018,0.0
250914,3.0,125.0,18.0,0,4,2018,0.0
250915,3.0,125.0,18.0,1,0,2018,0.0
250916,3.0,125.0,18.0,1,1,2018,0.0
250917,3.0,125.0,18.0,1,2,2018,0.0
250918,3.0,125.0,18.0,1,3,2018,0.0
250919,3.0,125.0,18.0,1,4,2018,0.0
250920,3.0,119.0,18.0,0,0,2018,0.0
250921,3.0,119.0,18.0,0,1,2018,0.0
250922,3.0,119.0,18.0,0,2,2018,0.0
250923,3.0,119.0,18.0,0,3,2018,0.0
250924,3.0,119.0,18.0,0,4,2018,0.0
250925,3.0,119.0,18.0,1,0,2018,0.0
250926,3.0,119.0,18.0,1,1,2018,0.0
250927,3.0,119.0,18.0,1,2,2018,0.0
250928,3.0,119.0,18.0,1,3,2018,0.0
250929,3.0,119.0,18.0,1,4,2018,0.0
250930,3.0,123.0,18.0,0,0,2018,0.0
250931,3.0,123.0,18.0,0,1,2018,0.0
250932,3.0,123.0,18.0,0,2,2018,0.0
250933,3.0,123.0,18.0,0,3,2018,0.0
250934,3.0,123.0,18.0,0,4,2018,0.0
250935,3.0,123.0,18.0,1,0,2018,0.0
250936,3.0,123.0,18.0,1,1,2018,0.0
250937,3.0,123.0,18.0,1,2,2018,0.0
250938,3.0,123.0,18.0,1,3,2018,0.0
250939,3.0,123.0,18.0,1,4,2018,0.0
250940,3.0,122.0,18.0,0,0,2018,0.0
250941,3.0,122.0,18.0,0,1,2018,0.0
250942,3.0,122.0,18.0,0,2,2018,0.0
250943,3.0,122.0,18.0,0,3,2018,0.0
250944,3.0,122.0,18.0,0,4,2018,0.0
250945,3.0,122.0,18.0,1,0,2018,0.0
250946,3.0,122.0,18.0,1,1,2018,0.0
250947,3.0,122.0,18.0,1,2,2018,0.0
250948,3.0,122.0,18.0,1,3,2018,0.0
250949,3.0,122.0,18.0,1,4,2018,0.0
250950,3.0,121.0,18.0,0,0,2018,0.0
250951,3.0,121.0,18.0,0,1,2018,0.0
250952,3.0,121.0,18.0,0,2,2018,0.0
250953,3.0,121.0,18.0,0,3,2018,0.0
250954,3.0,121.0,18.0,0,4,2018,0.0
250955,3.0,121.0,18.0,1,0,2018,0.0
250956,3.0,121.0,18.0,1,1,2018,0.0
250957,3.0,121.0,18.0,1,2,2018,0.0
250958,3.0,121.0,18.0,1,3,2018,0.0
250959,3.0,121.0,18.0,1,4,2018,0.0
250960,3.0,120.0,18.0,0,0,2018,0.0
250961,3.0,120.0,18.0,0,1,2018,0.0
250962,3.0,120.0,18.0,0,2,2018,0.0
250963,3.0,120.0,18.0,0,3,2018,0.0
250964,3.0,120.0,18.0,0,4,2018,0.0
250965,3.0,120.0,18.0,1,0,2018,0.0
250966,3.0,120.0,18.0,1,1,2018,0.0
250967,3.0,120.0,18.0,1,2,2018,0.0
250968,3.0,120.0,18.0,1,3,2018,0.0
250969,3.0,120.0,18.0,1,4,2018,0.0
250970,3.0,129.0,19.0,0,0,2018,0.0
250971,3.0,129.0,19.0,0,1,2018,0.0
250972,3.0,129.0,19.0,0,2,2018,0.0
250973,3.0,129.0,19.0,0,3,2018,0.0
250974,3.0,129.0,19.0,0,4,2018,0.0
250975,3.0,129.0,19.0,1,0,2018,0.0
250976,3.0,129.0,19.0,1,1,2018,0.0
250977,3.0,129.0,19.0,1,2,2018,0.0
250978,3.0,129.0,19.0,1,3,2018,0.0
250979,3.0,129.0,19.0,1,4,2018,0.0
250980,3.0,124.0,18.0,0,0,2018,0.0
250981,3.0,124.0,18.0,0,1,2018,0.0
250982,3.0,124.0,18.0,0,2,2018,0.0
250983,3.0,124.0,18.0,0,3,2018,0.0
250984,3.0,124.0,18.0,0,4,2018,0.0
250985,3.0,124.0,18.0,1,0,2018,0.0
250986,3.0,124.0,18.0,1,1,2018,0.0
250987,3.0,124.0,18.0,1,2,2018,0.0
250988,3.0,124.0,18.0,1,3,2018,0.0
250989,3.0,124.0,18.0,1,4,2018,0.0
250990,3.0,130.0,20.0,0,0,2018,0.0
250991,3.0,130.0,20.0,0,1,2018,0.0
250992,3.0,130.0,20.0,0,2,2018,0.0
250993,3.0,130.0,20.0,0,3,2018,0.0
250994,3.0,130.0,20.0,0,4,2018,0.0
250995,3.0,130.0,20.0,1,0,2018,0.0
250996,3.0,130.0,20.0,1,1,2018,0.0
250997,3.0,130.0,20.0,1,2,2018,0.0
250998,3.0,130.0,20.0,1,3,2018,0.0
250999,3.0,130.0,20.0,1,4,2018,0.0
251000,3.0,137.0,20.0,0,0,2018,0.0
251001,3.0,137.0,20.0,0,1,2018,0.0
251002,3.0,137.0,20.0,0,2,2018,0.0
251003,3.0,137.0,20.0,0,3,2018,0.0
251004,3.0,137.0,20.0,0,4,2018,0.0
251005,3.0,137.0,20.0,1,0,2018,0.0
251006,3.0,137.0,20.0,1,1,2018,0.0
251007,3.0,137.0,20.0,1,2,2018,0.0
251008,3.0,137.0,20.0,1,3,2018,0.0
251009,3.0,137.0,20.0,1,4,2018,0.0
251010,3.0,132.0,20.0,0,0,2018,0.0
251011,3.0,132.0,20.0,0,1,2018,0.0
251012,3.0,132.0,20.0,0,2,2018,0.0
251013,3.0,132.0,20.0,0,3,2018,0.0
251014,3.0,132.0,20.0,0,4,2018,0.0
251015,3.0,132.0,20.0,1,0,2018,0.0
251016,3.0,132.0,20.0,1,1,2018,0.0
251017,3.0,132.0,20.0,1,2,2018,0.0
251018,3.0,132.0,20.0,1,3,2018,0.0
251019,3.0,132.0,20.0,1,4,2018,0.0
251020,3.0,133.0,20.0,0,0,2018,0.0
251021,3.0,133.0,20.0,0,1,2018,0.0
251022,3.0,133.0,20.0,0,2,2018,0.0
251023,3.0,133.0,20.0,0,3,2018,0.0
251024,3.0,133.0,20.0,0,4,2018,0.0
251025,3.0,133.0,20.0,1,0,2018,0.0
251026,3.0,133.0,20.0,1,1,2018,0.0
251027,3.0,133.0,20.0,1,2,2018,0.0
251028,3.0,133.0,20.0,1,3,2018,0.0
251029,3.0,133.0,20.0,1,4,2018,0.0
251030,3.0,134.0,20.0,0,0,2018,0.0
251031,3.0,134.0,20.0,0,1,2018,0.0
251032,3.0,134.0,20.0,0,2,2018,0.0
251033,3.0,134.0,20.0,0,3,2018,0.0
251034,3.0,134.0,20.0,0,4,2018,0.0
251035,3.0,134.0,20.0,1,0,2018,0.0
251036,3.0,134.0,20.0,1,1,2018,0.0
251037,3.0,134.0,20.0,1,2,2018,0.0
251038,3.0,134.0,20.0,1,3,2018,0.0
251039,3.0,134.0,20.0,1,4,2018,0.0
251040,3.0,135.0,20.0,0,0,2018,0.0
251041,3.0,135.0,20.0,0,1,2018,0.0
251042,3.0,135.0,20.0,0,2,2018,0.0
251043,3.0,135.0,20.0,0,3,2018,0.0
251044,3.0,135.0,20.0,0,4,2018,0.0
251045,3.0,135.0,20.0,1,0,2018,0.0
251046,3.0,135.0,20.0,1,1,2018,0.0
251047,3.0,135.0,20.0,1,2,2018,0.0
251048,3.0,135.0,20.0,1,3,2018,0.0
251049,3.0,135.0,20.0,1,4,2018,0.0
251050,3.0,136.0,20.0,0,0,2018,0.0
251051,3.0,136.0,20.0,0,1,2018,0.0
251052,3.0,136.0,20.0,0,2,2018,0.0
251053,3.0,136.0,20.0,0,3,2018,0.0
251054,3.0,136.0,20.0,0,4,2018,0.0
251055,3.0,136.0,20.0,1,0,2018,0.0
251056,3.0,136.0,20.0,1,1,2018,0.0
251057,3.0,136.0,20.0,1,2,2018,0.0
251058,3.0,136.0,20.0,1,3,2018,0.0
251059,3.0,136.0,20.0,1,4,2018,0.0
251060,3.0,138.0,20.0,0,0,2018,0.0
251061,3.0,138.0,20.0,0,1,2018,0.0
251062,3.0,138.0,20.0,0,2,2018,0.0
251063,3.0,138.0,20.0,0,3,2018,0.0
251064,3.0,138.0,20.0,0,4,2018,0.0
251065,3.0,138.0,20.0,1,0,2018,0.0
251066,3.0,138.0,20.0,1,1,2018,0.0
251067,3.0,138.0,20.0,1,2,2018,0.0
251068,3.0,138.0,20.0,1,3,2018,0.0
251069,3.0,138.0,20.0,1,4,2018,0.0
251070,3.0,139.0,20.0,0,0,2018,0.0
251071,3.0,139.0,20.0,0,1,2018,0.0
251072,3.0,139.0,20.0,0,2,2018,0.0
251073,3.0,139.0,20.0,0,3,2018,0.0
251074,3.0,139.0,20.0,0,4,2018,0.0
251075,3.0,139.0,20.0,1,0,2018,0.0
251076,3.0,139.0,20.0,1,1,2018,0.0
251077,3.0,139.0,20.0,1,2,2018,0.0
251078,3.0,139.0,20.0,1,3,2018,0.0
251079,3.0,139.0,20.0,1,4,2018,0.0
251080,3.0,140.0,20.0,0,0,2018,0.0
251081,3.0,140.0,20.0,0,1,2018,0.0
251082,3.0,140.0,20.0,0,2,2018,0.0
251083,3.0,140.0,20.0,0,3,2018,0.0
251084,3.0,140.0,20.0,0,4,2018,0.0
251085,3.0,140.0,20.0,1,0,2018,0.0
251086,3.0,140.0,20.0,1,1,2018,0.0
251087,3.0,140.0,20.0,1,2,2018,0.0
251088,3.0,140.0,20.0,1,3,2018,0.0
251089,3.0,140.0,20.0,1,4,2018,0.0
251090,3.0,141.0,21.0,0,0,2018,0.0
251091,3.0,141.0,21.0,0,1,2018,0.0
251092,3.0,141.0,21.0,0,2,2018,0.0
251093,3.0,141.0,21.0,0,3,2018,0.0
251094,3.0,141.0,21.0,0,4,2018,0.0
251095,3.0,141.0,21.0,1,0,2018,0.0
251096,3.0,141.0,21.0,1,1,2018,0.0
251097,3.0,141.0,21.0,1,2,2018,0.0
251098,3.0,141.0,21.0,1,3,2018,0.0
251099,3.0,141.0,21.0,1,4,2018,0.0
251100,4.0,142.0,22.0,0,0,2018,0.0
251101,4.0,142.0,22.0,0,1,2018,0.0
251102,4.0,142.0,22.0,0,2,2018,0.0
251103,4.0,142.0,22.0,0,3,2018,0.0
251104,4.0,142.0,22.0,0,4,2018,0.0
251105,4.0,142.0,22.0,1,0,2018,0.0
251106,4.0,142.0,22.0,1,1,2018,0.0
251107,4.0,142.0,22.0,1,2,2018,0.0
251108,4.0,142.0,22.0,1,3,2018,0.0
251109,4.0,142.0,22.0,1,4,2018,0.0
251110,4.0,143.0,23.0,0,0,2018,0.0
251111,4.0,143.0,23.0,0,1,2018,0.0
251112,4.0,143.0,23.0,0,2,2018,0.0
251113,4.0,143.0,23.0,0,3,2018,0.0
251114,4.0,143.0,23.0,0,4,2018,0.0
251115,4.0,143.0,23.0,1,0,2018,0.0
251116,4.0,143.0,23.0,1,1,2018,0.0
251117,4.0,143.0,23.0,1,2,2018,0.0
251118,4.0,143.0,23.0,1,3,2018,0.0
251119,4.0,143.0,23.0,1,4,2018,0.0
251120,3.0,131.0,20.0,0,0,2018,0.0
251121,3.0,131.0,20.0,0,1,2018,0.0
251122,3.0,131.0,20.0,0,2,2018,0.0
251123,3.0,131.0,20.0,0,3,2018,0.0
251124,3.0,131.0,20.0,0,4,2018,0.0
251125,3.0,131.0,20.0,1,0,2018,0.0
251126,3.0,131.0,20.0,1,1,2018,0.0
251127,3.0,131.0,20.0,1,2,2018,0.0
251128,3.0,131.0,20.0,1,3,2018,0.0
251129,3.0,131.0,20.0,1,4,2018,0.0
251130,3.0,118.0,18.0,0,0,2018,0.0
251131,3.0,118.0,18.0,0,1,2018,0.0
251132,3.0,118.0,18.0,0,2,2018,0.0
251133,3.0,118.0,18.0,0,3,2018,0.0
251134,3.0,118.0,18.0,0,4,2018,0.0
251135,3.0,118.0,18.0,1,0,2018,0.0
251136,3.0,118.0,18.0,1,1,2018,0.0
251137,3.0,118.0,18.0,1,2,2018,0.0
251138,3.0,118.0,18.0,1,3,2018,0.0
251139,3.0,118.0,18.0,1,4,2018,0.0
251140,2.0,91.0,13.0,0,0,2018,307.93371959334047
251141,2.0,91.0,13.0,0,1,2018,347.7568961520772
251142,2.0,91.0,13.0,0,2,2018,307.93371959334047
251143,2.0,91.0,13.0,0,3,2018,246.47092182383426
251144,2.0,91.0,13.0,0,4,2018,428.6262639466765
251145,2.0,91.0,13.0,1,0,2018,307.93371959334047
251146,2.0,91.0,13.0,1,1,2018,347.7568961520772
251147,2.0,91.0,13.0,1,2,2018,307.93371959334047
251148,2.0,91.0,13.0,1,3,2018,89.42373654848411
251149,2.0,91.0,13.0,1,4,2018,432.1467151844889
251150,3.0,116.0,17.0,0,0,2018,0.0
251151,3.0,116.0,17.0,0,1,2018,0.0
251152,3.0,116.0,17.0,0,2,2018,0.0
251153,3.0,116.0,17.0,0,3,2018,0.0
251154,3.0,116.0,17.0,0,4,2018,0.0
251155,3.0,116.0,17.0,1,0,2018,0.0
251156,3.0,116.0,17.0,1,1,2018,0.0
251157,3.0,116.0,17.0,1,2,2018,0.0
251158,3.0,116.0,17.0,1,3,2018,0.0
251159,3.0,116.0,17.0,1,4,2018,0.0
251160,2.0,92.0,13.0,0,0,2018,435.98312858867786
251161,2.0,92.0,13.0,0,1,2018,424.80522703437543
251162,2.0,92.0,13.0,0,2,2018,435.98312858867786
251163,2.0,92.0,13.0,0,3,2018,224.44504096338412
251164,2.0,92.0,13.0,0,4,2018,408.9869881491739
251165,2.0,92.0,13.0,1,0,2018,435.98312858867786
251166,2.0,92.0,13.0,1,1,2018,424.80522703437543
251167,2.0,92.0,13.0,1,2,2018,435.98312858867786
251168,2.0,92.0,13.0,1,3,2018,83.18265069779036
251169,2.0,92.0,13.0,1,4,2018,391.08657171109553
251170,2.0,93.0,13.0,0,0,2018,1106.960321767602
251171,2.0,93.0,13.0,0,1,2018,1202.0323045239666
251172,2.0,93.0,13.0,0,2,2018,1106.960321767602
251173,2.0,93.0,13.0,0,3,2018,810.728986248754
251174,2.0,93.0,13.0,0,4,2018,1403.2926759365218
251175,2.0,93.0,13.0,1,0,2018,1106.960321767602
251176,2.0,93.0,13.0,1,1,2018,1202.0323045239666
251177,2.0,93.0,13.0,1,2,2018,1106.960321767602
251178,2.0,93.0,13.0,1,3,2018,304.40329472825147
251179,2.0,93.0,13.0,1,4,2018,1435.2647964805956
251180,2.0,94.0,14.0,0,0,2018,28501.55080082949
251181,2.0,94.0,14.0,0,1,2018,28555.593363103166
251182,2.0,94.0,14.0,0,2,2018,28501.55080082949
251183,2.0,94.0,14.0,0,3,2018,16481.65606717661
251184,2.0,94.0,14.0,0,4,2018,29564.421978416736
251185,2.0,94.0,14.0,1,0,2018,28501.55080082949
251186,2.0,94.0,14.0,1,1,2018,28555.593363103166
251187,2.0,94.0,14.0,1,2,2018,28501.55080082949
251188,2.0,94.0,14.0,1,3,2018,6021.789720575598
251189,2.0,94.0,14.0,1,4,2018,28739.300706764127
251190,3.0,95.0,15.0,0,0,2018,0.0
251191,3.0,95.0,15.0,0,1,2018,0.0
251192,3.0,95.0,15.0,0,2,2018,0.0
251193,3.0,95.0,15.0,0,3,2018,0.0
251194,3.0,95.0,15.0,0,4,2018,0.0
251195,3.0,95.0,15.0,1,0,2018,0.0
251196,3.0,95.0,15.0,1,1,2018,0.0
251197,3.0,95.0,15.0,1,2,2018,0.0
251198,3.0,95.0,15.0,1,3,2018,0.0
251199,3.0,95.0,15.0,1,4,2018,0.0
251200,3.0,96.0,16.0,0,0,2018,0.0
251201,3.0,96.0,16.0,0,1,2018,0.0
251202,3.0,96.0,16.0,0,2,2018,0.0
251203,3.0,96.0,16.0,0,3,2018,0.0
251204,3.0,96.0,16.0,0,4,2018,0.0
251205,3.0,96.0,16.0,1,0,2018,0.0
251206,3.0,96.0,16.0,1,1,2018,0.0
251207,3.0,96.0,16.0,1,2,2018,0.0
251208,3.0,96.0,16.0,1,3,2018,0.0
251209,3.0,96.0,16.0,1,4,2018,0.0
251210,3.0,97.0,16.0,0,0,2018,0.0
251211,3.0,97.0,16.0,0,1,2018,0.0
251212,3.0,97.0,16.0,0,2,2018,0.0
251213,3.0,97.0,16.0,0,3,2018,0.0
251214,3.0,97.0,16.0,0,4,2018,0.0
251215,3.0,97.0,16.0,1,0,2018,0.0
251216,3.0,97.0,16.0,1,1,2018,0.0
251217,3.0,97.0,16.0,1,2,2018,0.0
251218,3.0,97.0,16.0,1,3,2018,0.0
251219,3.0,97.0,16.0,1,4,2018,0.0
251220,3.0,98.0,16.0,0,0,2018,0.0
251221,3.0,98.0,16.0,0,1,2018,0.0
251222,3.0,98.0,16.0,0,2,2018,0.0
251223,3.0,98.0,16.0,0,3,2018,0.0
251224,3.0,98.0,16.0,0,4,2018,0.0
251225,3.0,98.0,16.0,1,0,2018,0.0
251226,3.0,98.0,16.0,1,1,2018,0.0
251227,3.0,98.0,16.0,1,2,2018,0.0
251228,3.0,98.0,16.0,1,3,2018,0.0
251229,3.0,98.0,16.0,1,4,2018,0.0
251230,3.0,99.0,16.0,0,0,2018,0.0
251231,3.0,99.0,16.0,0,1,2018,0.0
251232,3.0,99.0,16.0,0,2,2018,0.0
251233,3.0,99.0,16.0,0,3,2018,0.0
251234,3.0,99.0,16.0,0,4,2018,0.0
251235,3.0,99.0,16.0,1,0,2018,0.0
251236,3.0,99.0,16.0,1,1,2018,0.0
251237,3.0,99.0,16.0,1,2,2018,0.0
251238,3.0,99.0,16.0,1,3,2018,0.0
251239,3.0,99.0,16.0,1,4,2018,0.0
251240,3.0,100.0,16.0,0,0,2018,0.0
251241,3.0,100.0,16.0,0,1,2018,0.0
251242,3.0,100.0,16.0,0,2,2018,0.0
251243,3.0,100.0,16.0,0,3,2018,0.0
251244,3.0,100.0,16.0,0,4,2018,0.0
251245,3.0,100.0,16.0,1,0,2018,0.0
251246,3.0,100.0,16.0,1,1,2018,0.0
251247,3.0,100.0,16.0,1,2,2018,0.0
251248,3.0,100.0,16.0,1,3,2018,0.0
251249,3.0,100.0,16.0,1,4,2018,0.0
251250,3.0,101.0,16.0,0,0,2018,0.0
251251,3.0,101.0,16.0,0,1,2018,0.0
251252,3.0,101.0,16.0,0,2,2018,0.0
251253,3.0,101.0,16.0,0,3,2018,0.0
251254,3.0,101.0,16.0,0,4,2018,0.0
251255,3.0,101.0,16.0,1,0,2018,0.0
251256,3.0,101.0,16.0,1,1,2018,0.0
251257,3.0,101.0,16.0,1,2,2018,0.0
251258,3.0,101.0,16.0,1,3,2018,0.0
251259,3.0,101.0,16.0,1,4,2018,0.0
251260,3.0,102.0,16.0,0,0,2018,0.0
251261,3.0,102.0,16.0,0,1,2018,0.0
251262,3.0,102.0,16.0,0,2,2018,0.0
251263,3.0,102.0,16.0,0,3,2018,0.0
251264,3.0,102.0,16.0,0,4,2018,0.0
251265,3.0,102.0,16.0,1,0,2018,0.0
251266,3.0,102.0,16.0,1,1,2018,0.0
251267,3.0,102.0,16.0,1,2,2018,0.0
251268,3.0,102.0,16.0,1,3,2018,0.0
251269,3.0,102.0,16.0,1,4,2018,0.0
251270,3.0,117.0,17.0,0,0,2018,0.0
251271,3.0,117.0,17.0,0,1,2018,0.0
251272,3.0,117.0,17.0,0,2,2018,0.0
251273,3.0,117.0,17.0,0,3,2018,0.0
251274,3.0,117.0,17.0,0,4,2018,0.0
251275,3.0,117.0,17.0,1,0,2018,0.0
251276,3.0,117.0,17.0,1,1,2018,0.0
251277,3.0,117.0,17.0,1,2,2018,0.0
251278,3.0,117.0,17.0,1,3,2018,0.0
251279,3.0,117.0,17.0,1,4,2018,0.0
251280,3.0,103.0,16.0,0,0,2018,0.0
251281,3.0,103.0,16.0,0,1,2018,0.0
251282,3.0,103.0,16.0,0,2,2018,0.0
251283,3.0,103.0,16.0,0,3,2018,0.0
251284,3.0,103.0,16.0,0,4,2018,0.0
251285,3.0,103.0,16.0,1,0,2018,0.0
251286,3.0,103.0,16.0,1,1,2018,0.0
251287,3.0,103.0,16.0,1,2,2018,0.0
251288,3.0,103.0,16.0,1,3,2018,0.0
251289,3.0,103.0,16.0,1,4,2018,0.0
251290,3.0,105.0,16.0,0,0,2018,0.0
251291,3.0,105.0,16.0,0,1,2018,0.0
251292,3.0,105.0,16.0,0,2,2018,0.0
251293,3.0,105.0,16.0,0,3,2018,0.0
251294,3.0,105.0,16.0,0,4,2018,0.0
251295,3.0,105.0,16.0,1,0,2018,0.0
251296,3.0,105.0,16.0,1,1,2018,0.0
251297,3.0,105.0,16.0,1,2,2018,0.0
251298,3.0,105.0,16.0,1,3,2018,0.0
251299,3.0,105.0,16.0,1,4,2018,0.0
251300,3.0,106.0,16.0,0,0,2018,0.0
251301,3.0,106.0,16.0,0,1,2018,0.0
251302,3.0,106.0,16.0,0,2,2018,0.0
251303,3.0,106.0,16.0,0,3,2018,0.0
251304,3.0,106.0,16.0,0,4,2018,0.0
251305,3.0,106.0,16.0,1,0,2018,0.0
251306,3.0,106.0,16.0,1,1,2018,0.0
251307,3.0,106.0,16.0,1,2,2018,0.0
251308,3.0,106.0,16.0,1,3,2018,0.0
251309,3.0,106.0,16.0,1,4,2018,0.0
251310,3.0,107.0,17.0,0,0,2018,0.0
251311,3.0,107.0,17.0,0,1,2018,0.0
251312,3.0,107.0,17.0,0,2,2018,0.0
251313,3.0,107.0,17.0,0,3,2018,0.0
251314,3.0,107.0,17.0,0,4,2018,0.0
251315,3.0,107.0,17.0,1,0,2018,0.0
251316,3.0,107.0,17.0,1,1,2018,0.0
251317,3.0,107.0,17.0,1,2,2018,0.0
251318,3.0,107.0,17.0,1,3,2018,0.0
251319,3.0,107.0,17.0,1,4,2018,0.0
251320,3.0,108.0,17.0,0,0,2018,0.0
251321,3.0,108.0,17.0,0,1,2018,0.0
251322,3.0,108.0,17.0,0,2,2018,0.0
251323,3.0,108.0,17.0,0,3,2018,0.0
251324,3.0,108.0,17.0,0,4,2018,0.0
251325,3.0,108.0,17.0,1,0,2018,0.0
251326,3.0,108.0,17.0,1,1,2018,0.0
251327,3.0,108.0,17.0,1,2,2018,0.0
251328,3.0,108.0,17.0,1,3,2018,0.0
251329,3.0,108.0,17.0,1,4,2018,0.0
251330,3.0,109.0,17.0,0,0,2018,0.0
251331,3.0,109.0,17.0,0,1,2018,0.0
251332,3.0,109.0,17.0,0,2,2018,0.0
251333,3.0,109.0,17.0,0,3,2018,0.0
251334,3.0,109.0,17.0,0,4,2018,0.0
251335,3.0,109.0,17.0,1,0,2018,0.0
251336,3.0,109.0,17.0,1,1,2018,0.0
251337,3.0,109.0,17.0,1,2,2018,0.0
251338,3.0,109.0,17.0,1,3,2018,0.0
251339,3.0,109.0,17.0,1,4,2018,0.0
251340,3.0,110.0,17.0,0,0,2018,0.0
251341,3.0,110.0,17.0,0,1,2018,0.0
251342,3.0,110.0,17.0,0,2,2018,0.0
251343,3.0,110.0,17.0,0,3,2018,0.0
251344,3.0,110.0,17.0,0,4,2018,0.0
251345,3.0,110.0,17.0,1,0,2018,0.0
251346,3.0,110.0,17.0,1,1,2018,0.0
